#TYPE System.Management.Automation.PSCustomObject
"Time","Type","Message"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:F-BM1_TE18B-COSN"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:IDAF2.1-BM1_TE18B-COSN"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:F-DRO19A-COSN"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:F-BM1_TE19A-COSN"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:F-BM1_TE19B-COSN"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:D-VWB19A-COSN"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:D-VWB19B-COSN"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:D-BM1_TE20B-COSN"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:F-BM2_TE20A-COSN"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:IDAF2.1-BM2_TE20A-COSN"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:F-BM2_TE20B-COSN"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:IDAF2.1-BM2_TE20B-COSN"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:F-DRO20A-COSN"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:F-VWB20A-COSN"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:D-VWB20B-COSN"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:F-VWB20B-COSN"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:F-VWB20C-COSN"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:M213-INF18S-COSN"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9922, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","teacher added to db, id: gibsso213767"
"31.12.2020 16:40","INFO","teacher added to db, id: gibsso317013"
"31.12.2020 16:40","INFO","teacher added to db, id: gibsso127668"
"31.12.2020 16:40","INFO","teacher added to db, id: gibsso139165"
"31.12.2020 16:40","INFO","teacher added to db, id: gibsso249264"
"31.12.2020 16:40","INFO","Cours added, classname:GES-REA19A,RPR19A-FOPM,ROHU"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9921, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:SPKO-REA19A,RPR19A-FOPM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9921, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:VA-REA19A-FOPM,ROHU"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9921, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:GES-AUA19B-FOPM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9921, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:SPKO-AUA19B-FOPM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9921, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:VA-AUA19B-FOPM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9921, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:GES-AUA20B-FOPM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9921, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:SPKO-AUA20B-FOPM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9921, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:SPKO-INVOL20B-FOPM,ROHU"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9921, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:ABU-INVOL20B-FOPM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9921, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:LERB-INVOL20B-FOPM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9921, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","teacher added to db, id: gibsso137264"
"31.12.2020 16:40","INFO","teacher added to db, id: gibsso134907"
"31.12.2020 16:40","INFO","Cours added, classname:CHEM-BM1_TE17A-FRIC"
"31.12.2020 16:40","INFO","Class added, classname:BM2_TE20B"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:CHEM-BM1_TE18A-FRIC"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:CH_OEK-DRO18A-FRIC"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:CHEM-BM1_TE18B-FRIC"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:MS-BM1_TE18B-FRIC"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:CH_OEK-DRO19A-FRIC"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:MG-BM1_TE20B-FRIC"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:CHEM-BM2_TE20A-FRIC"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:IDAF1.2-BM2_TE20A-FRIC"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:CHEM-BM2_TE20B-FRIC"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:MG-BM2_TE20B-FRIC"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:IDAF1.2-BM2_TE20B-FRIC"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:CH_OEK-DRO20A-FRIC"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","teacher added to db, id: gibsso263440"
"31.12.2020 16:40","INFO","Cours added, classname:TG-PRM19A-FRUJ"
"31.12.2020 16:40","INFO","Class added, classname:PMG19B"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:VFMT-PRM19A-FRUJ"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9926, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:WETE-PRM19A-FRUJ"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9926, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:ZET-PRM19A-FRUJ"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9926, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:TG-PMG19B-HARS"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9926, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","teacher added to db, id: gibsso133953"
"31.12.2020 16:40","INFO","teacher added to db, id: gibsso123179"
"31.12.2020 16:40","INFO","Cours added, classname:GES-PME16A-GALH"
"31.12.2020 16:40","INFO","Class added, classname:PMG20A"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:SPKO-PME16A-GALH"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9927, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:GES-PMG17A-GALH"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9927, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:SPKO-PMG17A-GALH"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9927, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:VA-PMG17A-GALH"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9927, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:GES-AUM18A-GALH"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9927, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:SPKO-AUM18A-GALH"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9927, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:GES-KOE18A-GALH"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9927, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:SPKO-KOE18A-GALH"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9927, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:VA-KOE18A-GALH"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9927, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:GES-AUM19A-GALH"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9927, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:SPKO-AUM19A-GALH"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9927, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:GES-KOE20A-GALH"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9927, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:SPKO-KOE20A-GALH"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9927, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:GES-PMG20A-GALH"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9927, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:SPKO-PMG20A-GALH"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9927, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","teacher added to db, id: gibsso231367"
"31.12.2020 16:40","INFO","Cours added, classname:M226A-INF18A-GEHM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9919, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:M226B-INF18A-GEHM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9919, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:NWS-INF18A,INF18B,INF18S-GEHM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9919, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:M226A-INF18B-GEHM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9919, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:M226B-INF18B-GEHM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9919, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:M242-INF18S-GEHM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9919, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:M300-INF19S-GEHM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9919, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:M117-INF20B-GEHM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9919, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:M431-INF20B-GEHM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9919, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:M117-INF20A-GEHM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9919, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:M431-INF20A-GEHM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9919, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:M214-INF19A,INF19B-GEHM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9919, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:M426-INF19A-GEHM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9919, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:M437-INF19B,INF19S-GEHM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9919, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:TG-PKB18A,PKE18A-GEHM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9919, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:M213-INF18A-GEHM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9919, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:M213-INF18B-GEHM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9919, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","teacher added to db, id: gibsso123180"
"31.12.2020 16:40","INFO","Cours added, classname:D-BM1_TE17A-GEIM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:D-BM1_TE18A-GEIM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:D-BM1_TE18B-GEIM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:D-BM1_TE19A-GEIM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:GP-BM1_TE19A-GEIM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:IDAF1.2-BM1_TE19A-GEIM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:D-BM1_TE19B-GEIM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:GP-BM1_TE19B-GEIM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:IDAF1.2-BM1_TE19B-GEIM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:GP-BM1_TE20A-GEIM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:GP-BM1_TE20B-GEIM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:GP-BM2_TE20A-GEIM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:D-BM2_TE20B-GEIM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:GP-BM2_TE20B-GEIM"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9925, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","teacher added to db, id: gibsso240392"
"31.12.2020 16:40","INFO","Cours added, classname:BEKU-AUF19A-GUGH,WARU"
"31.12.2020 16:40","INFO","Class added, classname:RPR20A"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:BEKU-RPR19A-GUGH"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9928, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:BEKU-RPR20A-GUGH"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9928, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","teacher added to db, id: gibsso202014"
"31.12.2020 16:40","INFO","Cours added, classname:BEKU-REA20A-HAED,HERS"
"31.12.2020 16:40","INFO","Class added, classname:REA20A"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","teacher added to db, id: gibsso317018"
"31.12.2020 16:40","INFO","Cours added, classname:MS-BM1_TE17A-HARS"
"31.12.2020 16:40","INFO","Class added, classname:BM1_TE20A"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:PH-BM1_TE17A-HARS"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9930, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:MG-BM1_TE19A-HARS"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9930, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:IDAF1.1-BM1_TE19A-HARS"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9930, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:PH-BM1_TE19B-HARS"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9930, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:165, classid:9930, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:MG-BM1_TE20A-HARS"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9930, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","teacher added to db, id: gibsso123195"
"31.12.2020 16:40","INFO","Cours added, classname:SPKO-INF18A,INF18B,INF18S-HERE"
"31.12.2020 16:40","INFO","Class added, classname:INF18S"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:System.Data.DataRow, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:GES-INF18A,INF18B,INF18S-HERE"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9931, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","teacher added to db, id: gibsso317014"
"31.12.2020 16:40","INFO","Cours added, classname:TUSPO-PKE16A,PME16A-HERT"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9917, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:TUSPO-DRO17A-HERT"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9917, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:TUSPO-PKE17A-HERT"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9917, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:TUSPO-PMG17B-HERT"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9917, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:TUSPO-PME17A-HERT"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9917, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:TUSPO-AUF18A-HERT"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9917, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:TUSPO-KOE18A-HERT"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9917, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:TUSPO-REF18A-HERT"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9917, teacherid:SELECT LAST_INSERT_ID()"
"31.12.2020 16:40","INFO","Cours added, classname:TUSPO-PRM18C-HERT"
"31.12.2020 16:40","INFO","new cours_class_teacher_assign, coursid:System.Data.DataRow, classid:9917, teacherid:SELECT LAST_INSERT_ID()"
